"Owner","Certificate Issuer Organization","Certificate Issuer Organizational Unit","Common Name or Certificate Name","Certificate Serial Number","SHA-256 Fingerprint","Certificate ID","Valid From [GMT]","Valid To [GMT]","Public Key Algorithm","Signature Hash Algorithm","Trust Bits","EV Policy OID(s)","Approval Bug","NSS Release When First Included","Firefox Release When First Included","URL to Test Website or Example Cert","Mozilla Applied Constraints","Company Website","Geographic Focus","Certificate Policy (CP)","Certification Practice Statement (CPS)","Standard Audit","BR Audit","EV Audit","Auditor","Standard Audit Type","Standard Audit Statement Dt"
"Actalis","Actalis S.p.A./03358520967","","Actalis Authentication Root CA","570a119742c4e3cc","55:92:60:84:EC:96:3A:64:B9:6E:2A:BE:01:CE:0B:A8:6A:64:FB:FE:BC:C7:AA:B5:AF:C1:55:B3:7F:D7:60:66","36:25:88:CB:73:6F:FC:A8:E8:CA:1A:48:5F:8D:0F:D3:FE:4A:32:A1:ED:B3:60:6E:71:A5:F2:F7:98:6A:4B:34","2011 Sep 22","2030 Sep 22","RSA 4096 bits","sha256WithRSAEncryption","Websites;Email;Code","1.3.159.1.17.1","https://bugzilla.mozilla.org/show_bug.cgi?id=1176188","NSS 3.13.6","Firefox 16","https://ssltest-a.actalis.it:8443","None","http://www.actalis.it/","Italy","https://www.actalis.it/documenti-it/caact-free-s-mime-certificates-policy.aspx","https://www.actalis.it/documenti-en/cps-for-ssl-server-and-code-signing.aspx","http://www.actalis.it/documenti-en/actalisca_audit_statement.pdf","http://www.actalis.it/documenti-en/actalisca_audit_statement.pdf","http://www.actalis.it/documenti-en/actalisca_audit_statement.pdf","IMQ","ETSI TS 102 042","2016.10.07"
"Amazon","Amazon","","Amazon Root CA 1","066c9fcf99bf8c0a39e2f0788a43e696365bca","8E:CD:E6:88:4F:3D:87:B1:12:5B:A3:1A:C3:FC:B1:3D:70:16:DE:7F:57:CC:90:4F:E1:CB:97:C6:AE:98:19:6E","99:D5:D4:66:31:FE:07:C7:04:51:AF:F5:4A:D7:8F:56:A2:FA:84:FE:D8:47:B2:37:F8:D8:1F:84:5F:A8:8D:20","2015 May 26","2038 Jan 17","RSA 2048 bits","sha256WithRSAEncryption","Websites;Email","2.23.140.1.1","https://bugzilla.mozilla.org/show_bug.cgi?id=1172401","NSS 3.28.1","Firefox 51","","None","https://www.amazontrust.com/","USA, Global","https://www.amazontrust.com/repository/cp.pdf","https://www.amazontrust.com/repository/cps.pdf","https://cert.webtrust.org/SealFile?seal=1998&file=pdf","https://cert.webtrust.org/SealFile?seal=1999&file=pdf","https://cert.webtrust.org/SealFile?seal=2000&file=pdf","EY","WebTrust","2016.02.24"
"Amazon","Amazon","","Amazon Root CA 2","066c9fd29635869f0a0fe58678f85b26bb8a37","1B:A5:B2:AA:8C:65:40:1A:82:96:01:18:F8:0B:EC:4F:62:30:4D:83:CE:C4:71:3A:19:C3:9C:01:1E:A4:6D:B4","93:29:10:00:1C:D2:4A:7F:1F:48:3C:EF:FF:6D:26:8C:AA:D9:D9:3D:75:20:57:5E:FC:E0:05:7E:11:71:50:5C","2015 May 26","2040 May 26","RSA 4096 bits","sha384WithRSAEncryption","Websites;Email","2.23.140.1.1","https://bugzilla.mozilla.org/show_bug.cgi?id=1172401","NSS 3.28.1","Firefox 51","","None","https://www.amazontrust.com/","USA, Global","https://www.amazontrust.com/repository/cp.pdf","https://www.amazontrust.com/repository/cps.pdf","https://cert.webtrust.org/SealFile?seal=1998&file=pdf","https://cert.webtrust.org/SealFile?seal=1999&file=pdf","https://cert.webtrust.org/SealFile?seal=2000&file=pdf","EY","WebTrust","2016.02.24"
"Amazon","Amazon","","Amazon Root CA 3","066c9fd5749736663f3b0b9ad9e89e7603f24a","18:CE:6C:FE:7B:F1:4E:60:B2:E3:47:B8:DF:E8:68:CB:31:D0:2E:BB:3A:DA:27:15:69:F5:03:43:B4:6D:B3:A4","2F:AB:16:B8:43:25:52:96:39:A1:EC:AA:77:2A:39:81:4B:64:56:CA:68:E5:E0:17:E3:F9:A8:78:7E:25:0F:FC","2015 May 26","2040 May 26","EC secp256r1","ecdsaWithSHA256","Websites;Email","2.23.140.1.1","https://bugzilla.mozilla.org/show_bug.cgi?id=1172401","NSS 3.28.1","Firefox 51","","None","https://www.amazontrust.com/","USA, Global","https://www.amazontrust.com/repository/cp.pdf","https://www.amazontrust.com/repository/cps.pdf","https://cert.webtrust.org/SealFile?seal=1998&file=pdf","https://cert.webtrust.org/SealFile?seal=1999&file=pdf","https://cert.webtrust.org/SealFile?seal=2000&file=pdf","EY","WebTrust","2016.02.24"
"Amazon","Amazon","","Amazon Root CA 4","066c9fd7c1bb104c2943e5717b7b2cc81ac10e","E3:5D:28:41:9E:D0:20:25:CF:A6:90:38:CD:62:39:62:45:8D:A5:C6:95:FB:DE:A3:C2:2B:0B:FB:25:89:70:92","C9:B8:1D:09:BD:1E:2C:0B:56:D7:19:9B:11:2D:A2:B9:A4:A5:9D:E2:D0:86:8B:7D:E7:11:8E:04:FB:93:19:85","2015 May 26","2040 May 26","EC secp384r1","ecdsaWithSHA384","Websites;Email","2.23.140.1.1","https://bugzilla.mozilla.org/show_bug.cgi?id=1172401","NSS 3.28.1","Firefox 51","","None","https://www.amazontrust.com/","USA, Global","https://www.amazontrust.com/repository/cp.pdf","https://www.amazontrust.com/repository/cps.pdf","https://cert.webtrust.org/SealFile?seal=1998&file=pdf","https://cert.webtrust.org/SealFile?seal=1999&file=pdf","https://cert.webtrust.org/SealFile?seal=2000&file=pdf","EY","WebTrust","2016.02.24"
"Amazon","Starfield Technologies, Inc.","","Starfield Services Root Certificate Authority - G2","00","56:8D:69:05:A2:C8:87:08:A4:B3:02:51:90:ED:CF:ED:B1:97:4A:60:6A:13:C6:E5:29:0F:CB:2A:E6:3E:DA:B5","34:55:A4:C6:FB:EC:86:F4:F0:2B:35:A3:7B:5E:6C:F7:4C:35:AC:AC:1F:7A:A3:A0:56:BE:6E:65:6C:A1:7A:06","2009 Sep 01","2037 Dec 31","RSA 2048 bits","sha256WithRSAEncryption","Websites","2.23.140.1.1","https://bugzilla.mozilla.org/show_bug.cgi?id=1172401","NSS 3.12.10","Firefox 6.0","https://good.sca0a.amazontrust.com/","None","https://www.amazontrust.com/","USA, Global","https://www.amazontrust.com/repository/cp.pdf","https://www.amazontrust.com/repository/cps.pdf","https://cert.webtrust.org/SealFile?seal=1998&file=pdf","https://cert.webtrust.org/SealFile?seal=1999&file=pdf","https://cert.webtrust.org/SealFile?seal=2000&file=pdf","EY","WebTrust","2016.02.24"
"AS Sertifitseerimiskeskuse (SK)","AS Sertifitseerimiskeskus","","EE Certification Centre Root CA","5480f9a073ed3f004cca89d8e371e64a","3E:84:BA:43:42:90:85:16:E7:75:73:C0:99:2F:09:79:CA:08:4E:46:85:68:1F:F1:95:CC:BA:8A:22:9B:8A:76","67:6F:5D:B3:D8:D0:D3:AD:70:7A:AA:86:9F:AD:EE:0E:CA:C4:4A:5D:9A:F7:CD:8D:DA:C3:A3:5B:E9:AF:E5:2B","2010 Oct 30","2030 Dec 17","RSA 2048 bits","sha1WithRSAEncryption","Websites;Code","Not EV","https://bugzilla.mozilla.org/show_bug.cgi?id=624356","NSS 3.14","Firefox 18","https://www.openxades.org/docportal/","","http://www.sk.ee/","Baltic region (Estonia, Lithuania, Latvia)","http://www.sk.ee/en/repository/CPS","http://www.sk.ee/en/repository/CPS","https://bugzilla.mozilla.org/attachment.cgi?id=8826692","https://bugzilla.mozilla.org/attachment.cgi?id=8826692","","TUVIT","ETSI EN 319 411","2016.11.25"
"Asseco Data Systems S.A. (previously Unizeto Certum)","Unizeto Sp. z o.o.","","Certum CA","010020","D8:E0:FE:BC:1D:B2:E3:8D:00:94:0F:37:D2:7D:41:34:4D:99:3E:73:4B:99:D5:65:6D:97:78:D4:D8:14:36:24","AA:63:15:C8:D0:FE:B5:3C:54:92:B7:50:F0:E4:80:84:0F:DD:33:F2:DE:EE:4B:03:D5:45:8C:B5:C0:7F:E8:DA","2002 Jun 11","2027 Jun 11","RSA 2048 bits","sha1WithRSAEncryption","Websites;Email;Code","Not EV","https://bugzilla.mozilla.org/show_bug.cgi?id=167572","NSS 3.9.3","Firefox 1","https://certum-ca.certum.pl","","http://www.certum.eu/","Poland","http://www.certum.eu/certum/179898.xml","http://www.certum.eu/certum/179898.xml","https://cert.webtrust.org/SealFile?seal=2064&file=pdf","https://cert.webtrust.org/SealFile?seal=2066&file=pdf","","Ernst & Young","WebTrust","2016.06.10"
"Asseco Data Systems S.A. (previously Unizeto Certum)","Unizeto Technologies S.A.","Certum Certification Authority","Certum Trusted Network CA","0444c0","5C:58:46:8D:55:F5:8E:49:7E:74:39:82:D2:B5:00:10:B6:D1:65:37:4A:CF:83:A7:D4:A3:2D:B7:68:C4:40:8E","99:99:7F:52:9F:36:18:B4:AF:9C:33:CA:FF:D9:28:2E:D7:E2:2C:D4:53:79:E3:C8:28:ED:AC:4D:04:C1:69:ED","2008 Oct 22","2029 Dec 31","RSA 2048 bits","sha1WithRSAEncryption","Websites;Email;Code","1.2.616.1.113527.2.5.1.1","https://bugzilla.mozilla.org/show_bug.cgi?id=532377","NSS 3.12.10","Firefox 6.0","https://certum-ctnca-ev.certum.pl","","http://www.certum.eu/","Poland","http://www.certum.eu/certum/179898.xml","http://www.certum.eu/certum/179898.xml","https://cert.webtrust.org/SealFile?seal=2064&file=pdf","https://cert.webtrust.org/SealFile?seal=2066&file=pdf","https://cert.webtrust.org/SealFile?seal=2065&file=pdf","Ernst & Young","WebTrust","2016.06.10"
"Asseco Data Systems S.A. (previously Unizeto Certum)","Unizeto Technologies S.A.","Certum Certification Authority","Certum Trusted Network CA 2","21d6d04a4f250fc93237fcaa5e128de9","B6:76:F2:ED:DA:E8:77:5C:D3:6C:B0:F6:3C:D1:D4:60:39:61:F4:9E:62:65:BA:01:3A:2F:03:07:B6:D0:B8:04","B0:43:D1:B4:FD:46:F2:B8:7E:32:30:8B:B7:07:CC:70:B2:AE:EC:7D:72:D0:79:AF:E5:45:BC:A0:5D:03:CB:BF","2011 Oct 06","2046 Oct 06","RSA 4096 bits","sha512WithRSAEncryption","Websites;Email","1.2.616.1.113527.2.5.1.1","https://bugzilla.mozilla.org/show_bug.cgi?id=999378","NSS 3.23","Firefox 46","https://valid-certum-ctnca2.certificates.certum.pl/","None","http://www.certum.eu/","Poland","http://www.certum.eu/certum/179898.xml","http://www.certum.eu/certum/179898.xml","https://cert.webtrust.org/SealFile?seal=2064&file=pdf","https://cert.webtrust.org/SealFile?seal=2066&file=pdf","https://cert.webtrust.org/SealFile?seal=2065&file=pdf","Ernst & Young","WebTrust","2016.06.10"
"Atos","Atos","","Atos TrustedRoot 2011","5c33cb622c5fb332","F3:56:BE:A2:44:B7:A9:1E:B3:5D:53:CA:9A:D7:86:4A:CE:01:8E:2D:35:D5:F8:F9:6D:DF:68:A6:F4:1A:A4:74","2F:9C:F0:C4:A9:6C:F9:1B:C2:C0:2E:7C:93:14:AD:E0:3B:B5:EF:EA:98:9F:FC:23:3A:BD:F9:AA:B7:83:73:62","2011 Jul 07","2030 Dec 31","RSA 2048 bits","sha256WithRSAEncryption","Websites;Email;Code","Not EV","https://bugzilla.mozilla.org/show_bug.cgi?id=711366","NSS 3.16","Firefox 29","https://pki.atos.net:7081/","","https://pki.atos.net/TrustedRoot/","Germany, Europe","https://pki.atos.net/TrustedRoot/","https://pki.atos.net/Download/AtosTrustedCACPSv1.7.pdf","https://bug711366.bmoattachments.org/attachment.cgi?id=8782515","https://bug711366.bmoattachments.org/attachment.cgi?id=8782515","","DQS GmbH","ETSI TS 102 042","2016.05.18"
"Autoridad de Certificacion Firmaprofesional","","","Autoridad de Certificacion Firmaprofesional CIF A62634068","53ec3beefbb2485f","04:04:80:28:BF:1F:28:64:D4:8F:9A:D4:D8:32:94:36:6A:82:88:56:55:3F:3B:14:30:3F:90:14:7F:5D:40:EF","B5:DA:FF:A4:76:60:10:AC:16:93:04:4A:FF:78:0C:95:4B:C7:1D:BE:5A:BB:16:E3:AD:A0:DC:C6:C7:FE:55:0F","2009 May 20","2030 Dec 31","RSA 4096 bits","sha1WithRSAEncryption","Websites;Email;Code","1.3.6.1.4.1.13177.10.1.3.10","https://bugzilla.mozilla.org/show_bug.cgi?id=521439","NSS 3.12.9","Firefox 4.0","https://publifirma.firmaprofesional.com/","","http://www.firmaprofesional.com/","Spain","http://www.firmaprofesional.com/cps","http://www.firmaprofesional.com/cps","https://cert.webtrust.org/SealFile?seal=2032&file=pdf","https://bug521439.bmoattachments.org/attachment.cgi?id=8809981","https://bug521439.bmoattachments.org/attachment.cgi?id=8809982","Auren","WebTrust","2016.04.11"
"Buypass","Buypass AS-983163327","","Buypass Class 2 Root CA","02","9A:11:40:25:19:7C:5B:B9:5D:94:E6:3D:55:CD:43:79:08:47:B6:46:B2:3C:DF:11:AD:A4:A0:0E:FF:15:FB:48","48:7C:B5:8F:08:ED:93:A8:8A:F1:4B:84:0D:5C:19:BE:96:9C:6C:5D:9E:08:69:18:00:32:7A:C2:AD:DA:2C:8D","2010 Oct 26","2040 Oct 26","RSA 4096 bits","sha256WithRSAEncryption","Websites","Not EV","https://bugzilla.mozilla.org/show_bug.cgi?id=685128","NSS 3.13.6","Firefox 16","https://valid.domainplus.ca22.ssl.buypass.no/","","http://www.buypass.no/","Norway, Europe","http://www.buypass.com/home/support/ca-documentation-legal","http://www.buypass.com/home/support/ca-documentation-legal","http://www.buypass.no/om-buypass/etsi-102-042/_attachment/33325?_download=true&_ts=14bc532b650","http://www.buypass.no/om-buypass/etsi-102-042/_attachment/33325?_download=true&_ts=14bc532b650","","BSI","ETSI TS 102 042","2016.03.23"
"Buypass","Buypass AS-983163327","","Buypass Class 3 Root CA","02","ED:F7:EB:BC:A2:7A:2A:38:4D:38:7B:7D:40:10:C6:66:E2:ED:B4:84:3E:4C:29:B4:AE:1D:5B:93:32:E6:B2:4D","7B:FE:75:BC:2F:58:1D:01:7F:20:CA:F3:3D:51:3E:C1:07:19:8A:59:5B:2C:82:AA:1B:89:F0:DA:C5:19:07:82","2010 Oct 26","2040 Oct 26","RSA 4096 bits","sha256WithRSAEncryption","Websites","2.16.578.1.26.1.3.3","https://bugzilla.mozilla.org/show_bug.cgi?id=685128","NSS 3.13.6","Firefox 16","https://valid.evident.ca23.ssl.buypass.no/","","http://www.buypass.no/","Norway, Europe","http://www.buypass.com/home/support/ca-documentation-legal","http://www.buypass.com/home/support/ca-documentation-legal","http://www.buypass.no/om-buypass/etsi-102-042/_attachment/33325?_download=true&_ts=14bc532b650","http://www.buypass.no/om-buypass/etsi-102-042/_attachment/33325?_download=true&_ts=14bc532b650","http://www.buypass.no/om-buypass/etsi-102-042/_attachment/33325?_download=true&_ts=14bc532b650","BSI","ETSI TS 102 042","2016.03.23"
"CA Disig a.s.","Disig a.s.","","CA Disig Root R1","00c3039aee50906e28","F9:6F:23:F4:C3:E7:9C:07:7A:46:98:8D:5A:F5:90:06:76:A0:F0:39:CB:64:5D:D1:75:49:B2:16:C8:24:40:CE","10:50:14:6F:E6:3A:54:5F:2A:EF:5C:60:77:01:33:E1:54:65:63:15:90:09:9B:E2:C1:AB:47:15:CA:5C:9C:2A","2012 Jul 19","2042 Jul 19","RSA 4096 bits","sha1WithRSAEncryption","Websites;Email;Code","Not EV","https://bugzilla.mozilla.org/show_bug.cgi?id=792377","NSS 3.15","Firefox 23","https://testssl-valid-r1i1.disig.sk/","","https://eidas.disig.sk/en/cacert/","Slovak Republic","http://www.disig.eu/index.php?id=docs&L=1","http://www.disig.eu/index.php?id=docs&L=1","https://eidas.disig.sk/pdf/Audit2016_report.pdf","https://eidas.disig.sk/pdf/Audit2016_report.pdf","","QSCert","ETSI TS 102 042","2016.10.26"
"CA Disig a.s.","Disig a.s.","","CA Disig Root R2","0092b888dbb08ac163","E2:3D:4A:03:6D:7B:70:E9:F5:95:B1:42:20:79:D2:B9:1E:DF:BB:1F:B6:51:A0:63:3E:AA:8A:9D:C5:F8:07:03","F6:20:4B:87:DF:26:3B:5B:9C:82:AA:5A:99:12:D5:11:CB:87:0C:4B:46:E2:5D:E1:CC:AB:16:FF:4F:BD:6E:CC","2012 Jul 19","2042 Jul 19","RSA 4096 bits","sha256WithRSAEncryption","Websites;Email;Code","Not EV","https://bugzilla.mozilla.org/show_bug.cgi?id=792377","NSS 3.15","Firefox 23","https://testssl-valid-r2i1.disig.sk/","","https://eidas.disig.sk/en/cacert/","Slovak Republic","http://www.disig.eu/index.php?id=docs&L=1","http://www.disig.eu/index.php?id=docs&L=1","https://eidas.disig.sk/pdf/Audit2016_report.pdf","https://eidas.disig.sk/pdf/Audit2016_report.pdf","","QSCert","ETSI TS 102 042","2016.10.26"
"Camerfirma","AC Camerfirma SA CIF A82743287","http://www.chambersign.org","Chambers of Commerce Root","00","0C:25:8A:12:A5:67:4A:EF:25:F2:8B:A7:DC:FA:EC:EE:A3:48:E5:41:E6:F5:CC:4E:E6:3B:71:B3:61:60:6A:C3","BC:2F:D9:EA:61:58:1C:B2:2B:B8:59:69:0D:61:43:0E:7D:22:2D:11:19:E8:C4:16:49:B9:B1:D5:56:D4:39:A4","2003 Sep 30","2037 Sep 30","RSA 2048 bits","sha1WithRSAEncryption","Websites;Email;Code","Not EV","https://bugzilla.mozilla.org/show_bug.cgi?id=261778","","Firefox 1","https://server1.camerfirma.com/","","http://www.camerfirma.com","Spain","http://policy.camerfirma.com/","http://docs.camerfirma.com/publico/DocumentosWeb/politicas/CPS_V_3_2_5_eng-GB-signed.pdf","https://bug986854.bmoattachments.org/attachment.cgi?id=8775118","https://bugzilla.mozilla.org/attachment.cgi?id=8800807","","Auren","WebTrust","2016.06.17"
"Camerfirma","AC Camerfirma S.A.","","Chambers of Commerce Root - 2008","00a3da427ea4b1aeda","06:3E:4A:FA:C4:91:DF:D3:32:F3:08:9B:85:42:E9:46:17:D8:93:D7:FE:94:4E:10:A7:93:7E:E2:9D:96:93:C0","84:9A:D3:27:9D:9B:80:5A:28:83:39:46:8C:41:77:44:AC:1C:E2:75:8A:6E:28:3A:44:66:85:38:4D:5D:6C:D2","2008 Aug 01","2038 Jul 31","RSA 4096 bits","sha1WithRSAEncryption","Websites;Email;Code","1.3.6.1.4.1.17326.10.14.2.1.2","https://bugzilla.mozilla.org/show_bug.cgi?id=406968","NSS 3.12.9","Firefox 4.0","https://www.camerfirma.com","","http://www.camerfirma.com","Spain","http://policy.camerfirma.com/","http://docs.camerfirma.com/publico/DocumentosWeb/politicas/CPS_V_3_2_5_eng-GB-signed.pdf","https://bug986854.bmoattachments.org/attachment.cgi?id=8775118","https://bugzilla.mozilla.org/attachment.cgi?id=8800807","https://bugzilla.mozilla.org/attachment.cgi?id=8800811","Auren","WebTrust","2016.06.17"
"Camerfirma","AC Camerfirma SA CIF A82743287","http://www.chambersign.org","Global Chambersign Root","00","EF:3C:B4:17:FC:8E:BF:6F:97:87:6C:9E:4E:CE:39:DE:1E:A5:FE:64:91:41:D1:02:8B:7D:11:C0:B2:29:8C:ED","F3:3B:D6:DD:C7:57:6A:7A:C9:BB:A4:64:D7:42:5F:26:D5:8F:D2:C5:1A:3A:1F:89:87:8D:52:62:BD:D4:85:E0","2003 Sep 30","2037 Sep 30","RSA 2048 bits","sha1WithRSAEncryption","Websites;Email;Code","Not EV","https://bugzilla.mozilla.org/show_bug.cgi?id=261778","","Firefox 1","Not yet issuing SSL certs.","","http://www.camerfirma.com","Spain","http://policy.camerfirma.com/","http://docs.camerfirma.com/publico/DocumentosWeb/politicas/CPS_V_3_2_5_eng-GB-signed.pdf","https://bug986854.bmoattachments.org/attachment.cgi?id=8775118","https://bugzilla.mozilla.org/attachment.cgi?id=8800807","https://bugzilla.mozilla.org/attachment.cgi?id=8800811","Auren","WebTrust","2016.06.17"
"Camerfirma","AC Camerfirma S.A.","","Global Chambersign Root - 2008","00c9cdd3e9d57d23ce","13:63:35:43:93:34:A7:69:80:16:A0:D3:24:DE:72:28:4E:07:9D:7B:52:20:BB:8F:BD:74:78:16:EE:BE:BA:CA","7D:B0:C6:86:3B:89:16:72:A5:1E:9D:28:B4:26:10:F1:DB:9F:56:51:C8:C8:77:36:B9:37:53:6F:84:53:F9:47","2008 Aug 01","2038 Jul 31","RSA 4096 bits","sha1WithRSAEncryption","Websites;Email;Code","1.3.6.1.4.1.17326.10.8.12.1.2","https://bugzilla.mozilla.org/show_bug.cgi?id=406968","NSS 3.12.9","Firefox 4.0","Not yet issuing SSL certs.","","http://www.camerfirma.com","Spain","http://policy.camerfirma.com/","http://docs.camerfirma.com/publico/DocumentosWeb/politicas/CPS_V_3_2_5_eng-GB-signed.pdf","https://bug986854.bmoattachments.org/attachment.cgi?id=8775118","https://bugzilla.mozilla.org/attachment.cgi?id=8800807","https://bugzilla.mozilla.org/attachment.cgi?id=8800811","Auren","WebTrust","2016.06.17"
"Certicámara S.A.","Sociedad Cameral de Certificación Digital - Certicámara S.A.","","AC Raíz Certicámara S.A.","077e52937be015e357f0698ccbec0c","A6:C5:1E:0D:A5:CA:0A:93:09:D2:E4:C0:E4:0C:2A:F9:10:7A:AE:82:03:85:7F:E1:98:E3:E7:69:E3:43:08:5C","22:65:A8:72:13:4D:2A:AC:CA:1C:EE:04:50:00:F7:53:56:F3:83:26:D5:A1:C8:BC:70:BC:AF:58:98:3D:B6:B9","2006 Nov 27","2030 Apr 02","RSA 4096 bits","sha1WithRSAEncryption","Email;Code","Not EV","https://bugzilla.mozilla.org/show_bug.cgi?id=401262","NSS 3.12.4","Firefox 3.5","Websites trust bit turned off in Firefox 32.","","http://www.certicamara.com","Colombia and Andean Regions","http://www.certicamara.com/dpc/","http://www.certicamara.com/dpc/","https://cert.webtrust.org/SealFile?seal=2120&file=pdf","","","Deloitte","WebTrust","2016.09.15"
"Certinomis","Certinomis","0002 433998903","Certinomis - Autorité Racine","01","FC:BF:E2:88:62:06:F7:2B:27:59:3C:8B:07:02:97:E1:2D:76:9E:D1:0E:D7:93:07:05:A8:09:8E:FF:C1:4D:17","78:FB:CE:7C:99:0E:0A:AC:CA:35:FD:13:D3:53:EA:5F:20:18:4C:C5:DC:47:01:15:01:DD:06:C6:F7:82:41:00","2008 Sep 17","2028 Sep 17","RSA 4096 bits","sha1WithRSAEncryption","Websites","Not EV","https://bugzilla.mozilla.org/show_bug.cgi?id=545614","NSS 3.12.11","Firefox 6.0.2","https://w3-test.certinomis.com","","http://www.certinomis.fr","France","http://www.certinomis.fr/publi/rgs/DT-FL-1310-060-PC-WEBSSL-1.4-EN.pdf","http://www.certinomis.com/documents-et-liens/nos-politiques","https://bug937589.bmoattachments.org/attachment.cgi?id=8784555","https://bug937589.bmoattachments.org/attachment.cgi?id=8784555","","LSTI","ETSI EN 319 411","2016.08.23"
"Certinomis","Certinomis","0002 433998903","Certinomis - Root CA","01","2A:99:F5:BC:11:74:B7:3C:BB:1D:62:08:84:E0:1C:34:E5:1C:CB:39:78:DA:12:5F:0E:33:26:88:83:BF:41:58","BD:32:4D:05:2D:88:E1:51:21:ED:71:A6:F9:DA:92:21:A9:85:C1:31:44:E2:14:DC:7D:89:B5:4E:47:21:CE:65","2013 Oct 21","2033 Oct 21","RSA 4096 bits","sha256WithRSAEncryption","Websites","Not EV","https://bugzilla.mozilla.org/show_bug.cgi?id=937589","NSS 3.19.3","Firefox 42","https://igc-g3.certinomis.com/","None","http://www.certinomis.fr","France","http://www.certinomis.fr/publi/rgs/DT-FL-1310-060-PC-WEBSSL-1.4-EN.pdf","http://www.certinomis.com/documents-et-liens/nos-politiques","https://bug937589.bmoattachments.org/attachment.cgi?id=8784555","https://bug937589.bmoattachments.org/attachment.cgi?id=8784555","","LSTI","ETSI EN 319 411","2016.08.23"
"certSIGN","certSIGN","certSIGN ROOT CA","certSIGN ROOT CA","200605167002","EA:A9:62:C4:FA:4A:6B:AF:EB:E4:15:19:6D:35:1C:CD:88:8D:4F:53:F3:FA:8A:E6:D7:C4:66:A9:4E:60:42:BB","80:32:07:09:30:30:E6:DA:4E:AF:69:96:9E:DD:5A:4F:9B:2A:46:85:B4:97:A2:83:BC:4A:EE:BC:A2:A0:43:61","2006 Jul 04","2031 Jul 04","RSA 2048 bits","sha1WithRSAEncryption","Websites;Email;Code","Not EV","https://bugzilla.mozilla.org/show_bug.cgi?id=470756","NSS 3.12.5","Firefox 3.6","https://www.certsign.ro","","http://www.certsign.ro/certsign_en/","Romania","http://www.certsign.ro/certsign/resurse/documentatie/documente-certsign/politici-si-proceduri","http://www.certsign.ro/certsign/resurse/documentatie/documente-certsign/politici-si-proceduri","https://www.certsign.ro/certsign_en/files/certSIGN_Webtrust_CA.pdf","https://www.certsign.ro/certsign_en/files/certSIGN_Webtrust_CA.pdf","","Ernst & Young","WebTrust","2016.02.08"
"China Financial Certification Authority (CFCA)","China Financial Certification Authority","","CFCA EV ROOT","184accd6","5C:C3:D7:8E:4E:1D:5E:45:54:7A:04:E6:87:3E:64:F9:0C:F9:53:6D:1C:CC:2E:F8:00:F3:55:C4:C5:FD:70:FD","5C:BE:24:54:23:AC:EB:A4:45:0A:3A:DB:75:2B:E0:26:49:E2:34:6E:D6:9E:C3:CF:3B:DC:CB:63:C3:E9:87:90","2012 Aug 08","2029 Dec 31","RSA 4096 bits","sha256WithRSAEncryption","Websites","2.16.156.112554.3","https://bugzilla.mozilla.org/show_bug.cgi?id=926029","NSS 3.18","Firefox 38","https://pub.cebnet.com.cn","None","http://www.cfca.com.cn/","China","http://www.cfca.com.cn/us/us-12.htm","https://bugzilla.mozilla.org/attachment.cgi?id=8545612","https://bugzilla.mozilla.org/attachment.cgi?id=8822546","https://bugzilla.mozilla.org/attachment.cgi?id=8822547","https://bugzilla.mozilla.org/attachment.cgi?id=8822548","PricewaterhouseCoopers","WebTrust","2016.10.31"
"China Internet Network Information Center (CNNIC)","China Internet Network Information Center","","China Internet Network Information Center EV Certificates Root","489f0001","1C:01:C6:F4:DB:B2:FE:FC:22:55:8B:2B:CA:32:56:3F:49:84:4A:CF:C3:2B:7B:E4:B0:FF:59:9F:9E:8C:7A:F7","FF:8A:99:63:1A:D5:A1:E7:1C:C4:41:D6:78:DC:A6:8E:17:40:91:15:EA:64:20:F6:0F:2F:02:47:7D:90:8E:66","2010 Aug 31","2030 Aug 31","RSA 2048 bits","sha1WithRSAEncryption","Websites","1.3.6.1.4.1.29836.1.10","https://bugzilla.mozilla.org/show_bug.cgi?id=607208","NSS 3.15","Firefox 23","https://evdemo.cnnic.cn/","https://bugzilla.mozilla.org/show_bug.cgi?id=1177209","http://www1.cnnic.cn/index.htm","China","http://www.cnnic.cn/cps/","http://www.cnnic.cn/cps/","https://cert.webtrust.org/SealFile?seal=2092&file=pdf","http://cnnic.cn/jczyfw/fwqzs/fwqzsrzjzz/","https://cert.webtrust.org/SealFile?seal=2091&file=pdf","Ernst & Young","WebTrust","2016.04.05"
