"Owner","Certificate Issuer Organization","Certificate Issuer Organizational Unit","Common Name or Certificate Name","Certificate Serial Number","SHA-256 Fingerprint","Certificate ID","Valid From [GMT]","Valid To [GMT]","Public Key Algorithm","Signature Hash Algorithm","Trust Bits","EV Policy OID(s)","Approval Bug","NSS Release When First Included","Firefox Release When First Included","URL to Test Website or Example Cert","Mozilla Applied Constraints","Company Website","Geographic Focus","Certificate Policy (CP)","Certification Practice Statement (CPS)","Standard Audit","BR Audit","EV Audit","Auditor","Standard Audit Type","Standard Audit Statement Dt"
"Entrust","Entrust.net","www.entrust.net/CPS_2048 incorp. by ref. (limits liab.)","Entrust.net Certification Authority (2048)","3863def8","6D:C4:71:72:E0:1C:BC:B0:BF:62:58:0D:89:5F:E2:B8:AC:9A:D4:F8:73:80:1E:0C:10:B9:C8:37:D2:1E:B1:77","7E:17:A7:DE:A5:38:6D:7B:45:DA:43:05:B7:72:E6:47:3C:FC:27:15:7D:EE:9D:16:E3:CD:15:CC:9F:39:DE:F1","1999 Dec 24","2029 Jul 24","RSA 2048 bits","sha1WithRSAEncryption","Websites;Email;Code","2.16.840.1.114028.10.1.2","https://bugzilla.mozilla.org/show_bug.cgi?id=694536","NSS 3.15","Firefox 23","https://2048test.entrust.net","None","http://www.entrust.net/","Canada, Global","https://www.entrust.com/legal-agreements/","https://www.entrust.com/legal-agreements/","https://cert.webtrust.org/SealFile?seal=328&file=pdf","https://www.entrust.com/wp-content/uploads/2016/06/2104-01-WebTrust-for-CA-SSL-Baseline-with-Network-Security-Report-002.pdf","https://cert.webtrust.org/SealFile?seal=328&file=pdf","Deloitte LLP","WebTrust","2016.05.18"
"GlobalSign","GlobalSign","GlobalSign ECC Root CA - R4","GlobalSign ECC Root CA - R4","2a38a41c960a04de42b228a50be8349802","BE:C9:49:11:C2:95:56:76:DB:6C:0A:55:09:86:D7:6E:3B:A0:05:66:7C:44:2C:97:62:B4:FB:B7:73:DE:22:8C","E7:BE:5B:AB:85:BD:4A:F5:54:B3:C2:82:87:CE:F8:85:C9:21:26:33:4C:0F:FC:85:E6:60:74:61:B8:15:F1:62","2012 Nov 13","2038 Jan 19","EC secp256r1","ecdsaWithSHA256","Websites;Email;Code","1.3.6.1.4.1.4146.1.1","https://bugzilla.mozilla.org/show_bug.cgi?id=825954","NSS 3.17.3","Firefox 36","https://2038r4.globalsign.com/","None","http://www.globalsign.com/","USA, Global","https://www.globalsign.com/en/repository/GlobalSign_CP_v5.2.pdf","https://www.globalsign.com/en/repository/GlobalSign_CA_CPS_v8.2.pdf","https://cert.webtrust.org/SealFile?seal=2056&file=pdf","https://cert.webtrust.org/SealFile?seal=2054&file=pdf","https://cert.webtrust.org/SealFile?seal=2055&file=pdf","Ernst & Young","WebTrust","2016.06.10"
"GlobalSign","GlobalSign","GlobalSign ECC Root CA - R5","GlobalSign ECC Root CA - R5","605949e0262ebb55f90a778a71f94ad86c","17:9F:BC:14:8A:3D:D0:0F:D2:4E:A1:34:58:CC:43:BF:A7:F5:9C:81:82:D7:83:A5:13:F6:EB:EC:10:0C:89:24","A6:4A:EF:D1:34:37:67:45:93:14:DF:B5:FA:4B:1F:97:B3:82:C0:7E:EB:2D:55:C4:19:4F:91:E1:27:67:25:20","2012 Nov 13","2038 Jan 19","EC secp384r1","ecdsaWithSHA384","Websites;Email;Code","1.3.6.1.4.1.4146.1.1","https://bugzilla.mozilla.org/show_bug.cgi?id=825954","NSS 3.17.3","Firefox 36","https://2038r5.globalsign.com","None","http://www.globalsign.com/","USA, Global","https://www.globalsign.com/en/repository/GlobalSign_CP_v5.2.pdf","https://www.globalsign.com/en/repository/GlobalSign_CA_CPS_v8.2.pdf","https://cert.webtrust.org/SealFile?seal=2056&file=pdf","https://cert.webtrust.org/SealFile?seal=2054&file=pdf","https://cert.webtrust.org/SealFile?seal=2055&file=pdf","Ernst & Young","WebTrust","2016.06.10"
"GlobalSign","GlobalSign nv-sa","Root CA","GlobalSign Root CA","040000000001154b5ac394","EB:D4:10:40:E4:BB:3E:C7:42:C9:E3:81:D3:1E:F2:A4:1A:48:B6:68:5C:96:E7:CE:F3:C1:DF:6C:D4:33:1C:99","E2:D6:1F:4A:55:EA:26:3B:B9:B6:FD:98:A2:62:54:39:E5:81:FD:54:31:79:AD:E5:5F:0A:6F:68:17:86:A5:DF","1998 Sep 01","2028 Jan 28","RSA 2048 bits","sha1WithRSAEncryption","Websites;Email;Code","1.3.6.1.4.1.4146.1.1","https://bugzilla.mozilla.org/show_bug.cgi?id=406794","NSS 3.11.10","Firefox 3.0.2","https://2028.globalsign.com/","","http://www.globalsign.com/","USA, Global","https://www.globalsign.com/en/repository/GlobalSign_CP_v5.2.pdf","https://www.globalsign.com/en/repository/GlobalSign_CA_CPS_v8.2.pdf","https://cert.webtrust.org/SealFile?seal=2056&file=pdf","https://cert.webtrust.org/SealFile?seal=2054&file=pdf","https://cert.webtrust.org/SealFile?seal=2055&file=pdf","Ernst & Young","WebTrust","2016.06.10"
"GlobalSign","GlobalSign","GlobalSign Root CA - R2","GlobalSign Root CA - R2","0400000000010f8626e60d","CA:42:DD:41:74:5F:D0:B8:1E:B9:02:36:2C:F9:D8:BF:71:9D:A1:BD:1B:1E:FC:94:6F:5B:4C:99:F4:2C:1B:9E","D3:A1:F6:47:B2:8A:97:4B:31:8E:60:DF:F3:10:C7:6D:76:14:C5:C6:0F:3F:34:CD:0F:75:99:D4:6D:7D:A0:A9","2006 Dec 15","2021 Dec 15","RSA 2048 bits","sha1WithRSAEncryption","Websites;Email;Code","1.3.6.1.4.1.4146.1.1","https://bugzilla.mozilla.org/show_bug.cgi?id=367245","NSS 3.11.8","Firefox 2","https://2021.globalsign.com/","","http://www.globalsign.com/","USA, Global","https://www.globalsign.com/en/repository/GlobalSign_CP_v5.2.pdf","https://www.globalsign.com/en/repository/GlobalSign_CA_CPS_v8.2.pdf","https://cert.webtrust.org/SealFile?seal=2056&file=pdf","https://cert.webtrust.org/SealFile?seal=2054&file=pdf","https://cert.webtrust.org/SealFile?seal=2055&file=pdf","Ernst & Young","WebTrust","2016.06.10"
"GlobalSign","GlobalSign","GlobalSign Root CA - R3","GlobalSign Root CA - R3","04000000000121585308a2","CB:B5:22:D7:B7:F1:27:AD:6A:01:13:86:5B:DF:1C:D4:10:2E:7D:07:59:AF:63:5A:7C:F4:72:0D:C9:63:C5:3B","36:E1:C3:DA:D1:E6:E9:54:50:58:86:73:25:C3:CC:79:E4:B9:C7:0E:41:B8:6E:AB:1A:55:0F:75:20:C6:D5:D6","2009 Mar 18","2029 Mar 18","RSA 2048 bits","sha256WithRSAEncryption","Websites;Email;Code","1.3.6.1.4.1.4146.1.1","https://bugzilla.mozilla.org/show_bug.cgi?id=507360","NSS 3.12.8","Firefox 3.6.12","https://2029.globalsign.com/","","http://www.globalsign.com/","USA, Global","https://www.globalsign.com/en/repository/GlobalSign_CP_v5.2.pdf","https://www.globalsign.com/en/repository/GlobalSign_CA_CPS_v8.2.pdf","https://cert.webtrust.org/SealFile?seal=2056&file=pdf","https://cert.webtrust.org/SealFile?seal=2054&file=pdf","https://cert.webtrust.org/SealFile?seal=2055&file=pdf","Ernst & Young","WebTrust","2016.06.10"
"GoDaddy","The Go Daddy Group, Inc.","Go Daddy Class 2 Certification Authority","Go Daddy Class 2 CA","00","C3:84:6B:F2:4B:9E:93:CA:64:27:4C:0E:C6:7C:1E:CC:5E:02:4F:FC:AC:D2:D7:40:19:35:0E:81:FE:54:6A:E4","6C:B7:77:C3:B2:65:33:71:13:4A:B5:78:E0:FE:2E:60:F1:16:CF:56:20:8C:88:4E:65:40:D1:0B:EC:BC:B6:71","2004 Jun 29","2034 Jun 29","RSA 2048 bits","sha1WithRSAEncryption","Websites;Email;Code","2.16.840.1.114413.1.7.23.3","https://bugzilla.mozilla.org/show_bug.cgi?id=284677","NSS 3.10","Firefox 1","https://valid.gdi.catest.godaddy.com/","","http://www.godaddy.com/","USA, Global","https://certs.godaddy.com/anonymous/repository.pki","https://certs.godaddy.com/anonymous/repository.pki","https://bugzilla.mozilla.org/attachment.cgi?id=8815072","https://bugzilla.mozilla.org/attachment.cgi?id=8815073","https://bugzilla.mozilla.org/attachment.cgi?id=8815074","KPMG","WebTrust","2016.08.31"
"GoDaddy","GoDaddy.com, Inc.","","Go Daddy Root Certificate Authority - G2","00","45:14:0B:32:47:EB:9C:C8:C5:B4:F0:D7:B5:30:91:F7:32:92:08:9E:6E:5A:63:E2:74:9D:D3:AC:A9:19:8E:DA","39:7D:A2:FA:AC:AB:0A:2C:3A:4C:4C:92:AF:13:36:1A:64:E6:9F:DE:24:43:02:00:DA:DB:15:09:83:FE:B3:0A","2009 Sep 01","2037 Dec 31","RSA 2048 bits","sha256WithRSAEncryption","Websites;Code","2.16.840.1.114413.1.7.23.3","https://bugzilla.mozilla.org/show_bug.cgi?id=527056","NSS 3.12.10","Firefox 6.0","https://valid.gdig2.catest.godaddy.com/","","http://www.godaddy.com/","USA, Global","https://certs.godaddy.com/anonymous/repository.pki","https://certs.godaddy.com/anonymous/repository.pki","https://bugzilla.mozilla.org/attachment.cgi?id=8815072","https://bugzilla.mozilla.org/attachment.cgi?id=8815073","https://bugzilla.mozilla.org/attachment.cgi?id=8815074","KPMG","WebTrust","2016.08.31"
"GoDaddy","Starfield Technologies, Inc.","Starfield Class 2 Certification Authority","Starfield Class 2 CA","00","14:65:FA:20:53:97:B8:76:FA:A6:F0:A9:95:8E:55:90:E4:0F:CC:7F:AA:4F:B7:C2:C8:67:75:21:FB:5F:B6:58","75:B9:17:DB:DF:BE:85:9F:4E:9B:E4:1A:26:23:57:27:F5:9A:A6:DE:BE:65:AA:E1:16:90:5F:31:73:9C:68:AF","2004 Jun 29","2034 Jun 29","RSA 2048 bits","sha1WithRSAEncryption","Websites;Email;Code","2.16.840.1.114414.1.7.23.3","https://bugzilla.mozilla.org/show_bug.cgi?id=284677","NSS 3.10","Firefox 1","https://valid.sfi.catest.starfieldtech.com/","","http://www.godaddy.com/","USA, Global","https://certs.godaddy.com/anonymous/repository.pki","https://certs.godaddy.com/anonymous/repository.pki","https://bugzilla.mozilla.org/attachment.cgi?id=8815072","https://bugzilla.mozilla.org/attachment.cgi?id=8815073","https://bugzilla.mozilla.org/attachment.cgi?id=8815074","KPMG","WebTrust","2016.08.31"
"GoDaddy","Starfield Technologies, Inc.","","Starfield Root Certificate Authority - G2","00","2C:E1:CB:0B:F9:D2:F9:E1:02:99:3F:BE:21:51:52:C3:B2:DD:0C:AB:DE:1C:68:E5:31:9B:83:91:54:DB:B7:F5","2F:0C:DE:81:F2:EE:B6:40:DA:29:90:B7:3A:31:E2:17:2F:B5:98:07:96:6B:59:3B:B9:F4:03:E9:76:B0:F5:33","2009 Sep 01","2037 Dec 31","RSA 2048 bits","sha256WithRSAEncryption","Websites;Code","2.16.840.1.114414.1.7.23.3","https://bugzilla.mozilla.org/show_bug.cgi?id=527056","NSS 3.12.10","Firefox 6.0","https://valid.sfig2.catest.starfieldtech.com/","","http://www.godaddy.com/","USA, Global","https://certs.godaddy.com/anonymous/repository.pki","https://certs.godaddy.com/anonymous/repository.pki","https://bugzilla.mozilla.org/attachment.cgi?id=8815072","https://bugzilla.mozilla.org/attachment.cgi?id=8815073","https://bugzilla.mozilla.org/attachment.cgi?id=8815074","KPMG","WebTrust","2016.08.31"
"Government of Hong Kong (SAR), Hongkong Post, Certizen","Hongkong Post","","Hongkong Post Root CA 1","03e8","F9:E6:7D:33:6C:51:00:2A:C0:54:C6:32:02:2D:66:DD:A2:E7:E3:FF:F1:0A:D0:61:ED:31:D8:BB:B4:10:CF:B2","12:A9:BF:C9:E6:9F:56:C0:C9:9F:97:14:4D:2F:BF:B0:A3:0F:13:5D:4C:18:4F:5C:C3:19:88:DC:30:7A:C0:96","2003 May 15","2023 May 15","RSA 2048 bits","sha1WithRSAEncryption","Websites","Not EV","https://bugzilla.mozilla.org/show_bug.cgi?id=408949","NSS 3.12.6","Firefox 3.6.2","https://www.hongkongpost.gov.hk/","","http://www.hongkongpost.gov.hk/index.html","Hong Kong (SAR), China","http://www.hongkongpost.gov.hk/product/cps/ecert","http://www.hongkongpost.gov.hk/product/cps/ecert/","https://bugzilla.mozilla.org/attachment.cgi?id=8732899","https://bugzilla.mozilla.org/attachment.cgi?id=8746166","","Ernst & Young","WebTrust","2016.02.26"
"Government of Japan, Ministry of Internal Affairs and Communications","Japanese Government","ApplicationCA","Japanese Government ApplicationCA","31","2D:47:43:7D:E1:79:51:21:5A:12:F3:C5:8E:51:C7:29:A5:80:26:EF:1F:CC:0A:5F:B3:D9:DC:01:2F:60:0D:19","AE:4E:18:10:EC:98:5D:D6:50:0C:7D:7A:AF:B4:39:FE:20:C7:8B:F8:DE:98:23:56:08:8C:7A:00:9D:07:06:36","2007 Dec 12","2017 Dec 12","RSA 2048 bits","sha1WithRSAEncryption","Websites;Code","Not EV","https://bugzilla.mozilla.org/show_bug.cgi?id=474706","NSS 3.12.5","Firefox 3.6","https://www.gpki.go.jp/apca/index.html","","http://www.gpki.go.jp/","Japan","http://www.gpki.go.jp","https://bugzilla.mozilla.org/attachment.cgi?id=379657","https://cert.webtrust.org/ViewSeal?id=1959","","","KPMG","WebTrust","2015.12.18"
"Government of Spain, Autoritat de Certificació de la Comunitat Valenciana (ACCV)","ACCV","PKIACCV","ACCVRAIZ1","5ec3b7a6437fa4e0","9A:6E:C0:12:E1:A7:DA:9D:BE:34:19:4D:47:8A:D7:C0:DB:18:22:FB:07:1D:F1:29:81:49:6E:D1:04:38:41:13","F3:5C:19:2B:8F:BF:8C:B9:09:D2:AA:5D:AF:98:5C:80:51:62:CC:2B:43:29:A6:BC:07:90:C9:08:6E:F1:70:CC","2011 May 05","2030 Dec 31","RSA 4096 bits","sha1WithRSAEncryption","Websites;Email;Code","Not EV","https://bugzilla.mozilla.org/show_bug.cgi?id=811352","NSS 3.15.4","Firefox 27","https://ulik2.accv.es","","http://www.pki.gva.es/","Valencia region of Spain","http://www.accv.es/quienes-somos/practicas-y-politicas-de-certificacion/politicas-de-certificacion/","http://www.accv.es/quienes-somos/practicas-y-politicas-de-certificacion/","https://cert.webtrust.org/SealFile?seal=2170&file=pdf","https://cert.webtrust.org/SealFile?seal=2171&file=pdf","","Auren","WebTrust","2016.08.17"
"Government of Spain, Fábrica Nacional de Moneda y Timbre (FNMT)","FNMT-RCM","AC RAIZ FNMT-RCM","FNMT-RCM - SHA256","5d938d306736c8061d1ac754846907","EB:C5:57:0C:29:01:8C:4D:67:B1:AA:12:7B:AF:12:F7:03:B4:61:1E:BC:17:B7:DA:B5:57:38:94:17:9B:93:FA","1B:3C:F7:B3:32:D6:5B:1E:F5:18:CF:A4:9F:19:B8:54:8A:0A:AA:1B:0F:8C:33:7C:E1:C1:C5:ED:1E:53:6B:F7","2008 Oct 29","2030 Jan 01","RSA 4096 bits","sha256WithRSAEncryption","Websites","Not EV","https://bugzilla.mozilla.org/show_bug.cgi?id=435736","NSS 3.28.1","Firefox 51","","None","http://www.cert.fnmt.es/","Spain","https://www.sede.fnmt.gob.es/documents/11614/67070/dpc_componentes_english.pdf/","https://www.sede.fnmt.gob.es/documents/11614/137578/dpc_english.pdf/","https://bugzilla.mozilla.org/attachment.cgi?id=8766584","https://bugzilla.mozilla.org/attachment.cgi?id=8766583","","PricewaterhouseCoopers","WebTrust","2016.05.18"
"Government of Taiwan, Government Root Certification Authority (GRCA)","Government Root Certification Authority","","Government Root Certification Authority - Taiwan","1f9d595ad72fc20644a5800869e35ef6","76:00:29:5E:EF:E8:5B:9E:1F:D6:24:DB:76:06:2A:AA:AE:59:81:8A:54:D2:77:4C:D4:C0:B2:C0:11:31:E1:B3","3C:DF:B2:A9:9A:19:FF:B3:29:7B:B6:8C:E9:1B:C6:E1:E8:BD:CA:90:21:34:73:5A:09:31:E7:12:CF:FD:84:1F","2002 Dec 05","2032 Dec 05","RSA 4096 bits","sha1WithRSAEncryption","Websites;Email;Code","Not EV","https://bugzilla.mozilla.org/show_bug.cgi?id=274106","NSS 3.11.4","Firefox 2","https://www.cp.gov.tw/portal/Clogin.aspx?ReturnHost=www.gov.tw&ReturnUrl=%2fdefault.aspx","","http://grca.nat.gov.tw/01-01.html","Taiwan","http://gca.nat.gov.tw/download/Government_Certification_Authority_Certification_Practice_Statement_V1.8.pdf","http://grca.nat.gov.tw/download/GRCA_CPS_eng_v1.4.pdf","https://cert.webtrust.org/SealFile?seal=2050&file=pdf","https://cert.webtrust.org/SealFile?seal=2051&file=pdf","","KPMG","WebTrust","2016.06.29"
"Government of The Netherlands, PKIoverheid (Logius)","Staat der Nederlanden","","Staat der Nederlanden EV Root CA","0098968d","4D:24:91:41:4C:FE:95:67:46:EC:4C:EF:A6:CF:6F:72:E2:8A:13:29:43:2F:9D:8A:90:7A:C4:CB:5D:AD:C1:5A","E7:DF:DB:85:38:47:52:5B:95:67:37:CD:F2:7C:6B:C6:C2:B8:79:57:60:5E:EE:3D:0C:48:82:05:60:37:6D:0B","2010 Dec 08","2022 Dec 08","RSA 4096 bits","sha256WithRSAEncryption","Websites","2.16.528.1.1003.1.2.7","https://bugzilla.mozilla.org/show_bug.cgi?id=1016568","NSS 3.18","Firefox 38","https://pkioevssl-v.quovadisglobal.com","None","https://www.logius.nl/languages/english/pkioverheid/","Netherlands","https://www.logius.nl/languages/english/pkioverheid/","https://cps.pkioverheid.nl/CPS_PA_PKIoverheid_Reguliere_Root_v3.9.pdf","https://cert.webtrust.org/SealFile?seal=2010&file=pdf","https://cert.webtrust.org/SealFile?seal=2010&file=pdf","https://cert.webtrust.org/SealFile?seal=2010&file=pdf","KPMG","WebTrust","2016.03.02"
"Government of The Netherlands, PKIoverheid (Logius)","Staat der Nederlanden","","Staat der Nederlanden Root CA - G2","0098968c","66:8C:83:94:7D:A6:3B:72:4B:EC:E1:74:3C:31:A0:E6:AE:D0:DB:8E:C5:B3:1B:E3:77:BB:78:4F:91:B6:71:6F","27:9B:F2:08:BF:39:82:B1:B6:7F:94:23:A1:EE:D0:36:60:5A:4C:08:92:08:D9:E8:D3:10:18:39:B0:E1:1B:76","2008 Mar 26","2020 Mar 25","RSA 4096 bits","sha256WithRSAEncryption","Websites;Email;Code","Not EV","https://bugzilla.mozilla.org/show_bug.cgi?id=436056","NSS 3.12.6","Firefox 3.6.2","https://www.digid.nl/","","https://www.logius.nl/languages/english/pkioverheid/","Netherlands","https://www.logius.nl/languages/english/pkioverheid/","https://cps.pkioverheid.nl/CPS_PA_PKIoverheid_Reguliere_Root_v3.9.pdf","https://cert.webtrust.org/SealFile?seal=2010&file=pdf","https://cert.webtrust.org/SealFile?seal=2010&file=pdf","","KPMG","WebTrust","2016.03.02"
